Entity Name,Gene Symbol,EnsemblId(GRch37),Phenotypes
FOXF1,FOXF1,ENSG00000103241,ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS
FOXF2,FOXF2,,
FOXG1,FOXG1,ENSG00000176165,CONGENITAL VARIANT OF RETT SYNDROME
FOXH1,FOXH1,ENSG00000160973,Holoprosencephaly
FOXL2,FOXL2,ENSG00000183770,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS SYNDROME"
FOXN1,FOXN1,ENSG00000109101,ALOPECIA AND T-CELL IMMUNODEFICIENCY
FOXP1,FOXP1,ENSG00000114861,MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES
FOXP2,FOXP2,ENSG00000128573,SPEECH-LANGUAGE DISORDER 1
FOXP3,FOXP3,ENSG00000049768,IPEX SYNDROME
FOXRED1,FOXRED1,ENSG00000110074,MITOCHONDRIAL COMPLEX I DEFICIENCY
FPR1,FPR1,ENSG00000171051,Periodontitis;Periodontitis only;Congenital defects of phagocyte number or function;Localized juvenile peridontitis
FPR2,FPR2,ENSG00000171049,Localized juvenile peridontitis
FPR3,FPR3,ENSG00000187474,Localized juvenile peridontitis
FRAS1,FRAS1,ENSG00000138759,FRASER SYNDROME
FREM1,FREM1,ENSG00000164946,MANITOBA OCULOTRICHOANAL SYNDROME
FREM2,FREM2,ENSG00000150893,FRASER SYNDROME
FRMD4A,FRMD4A,ENSG00000151474,"?Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia, 616819"
FRMD7,FRMD7,ENSG00000165694,"NYSTAGMUS 1, CONGENITAL, X-LINKED"
FRMPD4,FRMPD4,ENSG00000169933,Intellectual Disability
FRRS1L,FRRS1L,ENSG00000260230,Epileptic encephalopathy with continuous spike-and-wave during sleep
FRY,FRY,ENSG00000073910,AUTOSOMAL RECESSIVE MENTAL RETARDATION
FSCN2,FSCN2,,
FTCD,FTCD,ENSG00000160282,GLUTAMATE FORMIMINOTRANSFERASE DEFICIENCY
FTL,FTL,ENSG00000087086,HEREDITARY HYPERFERRITINEMIA-CATARACT SYNDROME
FTO,FTO,ENSG00000140718,"Growth retardation, developmental delay, facial dysmorphism  612938"
FTSJ1,FTSJ1,ENSG00000068438,MENTAL RETARDATION X-LINKED TYPE 44
FUCA1,FUCA1,ENSG00000179163,FUCOSIDOSIS
FUK,FUK,ENSG00000157353,"Seizures;Generalized hypotonia;Feeding difficulties;Intellectual disability;Global developmental delay;Abnormality of vision;Congenital disorder of glycosylation with defective fucosylation 2, 618324"
FUT8,FUT8,ENSG00000033170,"Congenital disorder of glycosylation with defective fucosylation, 618005;seizures"
FUZ,FUZ,ENSG00000010361,Neural tube defects 182940
FXN,FXN,ENSG00000165060,"Friedreich ataxia, 229300"
FXR1,FXR1,ENSG00000114416,Congenital multi-minicore myopathy
FXYD2,FXYD2,ENSG00000137731,"Hypomagnesemia 2, renal  154020;Hypomagnesaemia type 2, renal (Disorder of magnesium metabolism)"
FYB,FYB,,
FYB1,FYB1,ENSG00000082074,273900 Thrombocytopenia 3
FYCO1,FYCO1,ENSG00000163820,"CATARACT, AUTOSOMAL RECESSIVE CONGENITAL 2"
FZD2,FZD2,ENSG00000180340,Autosomal dominant omodysplasia type 2 164745;Autosomal dominant omodysplasia 164745
FZD3,FZD3,ENSG00000104290,
FZD4,FZD4,,
FZD5,FZD5,ENSG00000163251,Autosomal Dominant Coloboma
FZD6,FZD6,ENSG00000164930,NAIL DISORDER NON-SYNDROMIC CONGENITAL TYPE 10
G6PC,G6PC,ENSG00000131482,
G6PC3,G6PC3,ENSG00000141349,"Dursun syndrome;Neutropenia, severe congenital 4, autosomal recessive"
G6PD,G6PD,ENSG00000160211,"Hemolytic anemia due to G6PD deficiency, 300908;Enzyme Disorder"
GAA,GAA,ENSG00000171298,GLYCOGEN STORAGE DISEASE TYPE II
GAB3,GAB3,ENSG00000160219,
GABBR2,GABBR2,ENSG00000136928,"EPILEPTIC ENCEPHALOPATHY;Rett syndrome;Epileptic encephalopathy, early infantile, 59, 617904"
GABRA1,GABRA1,ENSG00000022355,EPILEPTIC ENCEPHALOPATHY;JUVENILE MYOCLONIC EPILEPSY
GABRA2,GABRA2,ENSG00000151834,"Epileptic encephalopathy, early infantile, 78, 618557"
GABRA5,GABRA5,ENSG00000186297,"Epileptic encephalopathy, early infantile, 79, 618559"
GABRB1,GABRB1,ENSG00000163288,"Epileptic encephalopathy, early infantile, 45, 617153"
GABRB2,GABRB2,ENSG00000145864,Epilepsy and intellectual disability
GABRB3,GABRB3,ENSG00000166206,EPILEPTIC ENCEPHALOPATHIES;CHILDHOOD ABSENCE EPILEPSY TYPE 5
GABRD,GABRD,ENSG00000187730,"{Epilepsy, idiopathic generalized, 10} 613060;{Epilepsy, juvenile myoclonic, susceptibility to} 613060;{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to} 613060"
GABRG2,GABRG2,ENSG00000113327,"EPILEPSY, GENERALIZED, WITH FEBRILE SEIZURES PLUS, TYPE 3;GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3"
GABRG3,GABRG3,ENSG00000182256,
GABRQ,GABRQ,ENSG00000147402,ASD;schizophrenia;migraine
GAD1,GAD1,ENSG00000128683,"Cerebralpalsy, spasticquadriplegic, 1, 603513"
GAL,GAL,ENSG00000069482,"?Epilepsy, familial temporal lobe, 8 616461"
GALC,GALC,ENSG00000054983,KRABBE DISEASE
GALE,GALE,ENSG00000117308,EPIMERASE-DEFICIENCY GALACTOSEMIA
GALK1,GALK1,ENSG00000108479,GALACTOSEMIA II
GALNS,GALNS,ENSG00000141012,MUCOPOLYSACCHARIDOSIS TYPE 4A
GALNT12,GALNT12,ENSG00000119514,"(GALNT12-CDG (Disorders of protein O-glycosylation, O-N-acetylgalactosaminylglycan synthesis deficiencies));GALNT12-CDG (Disorders of protein O-glycosylation, O-N-acetylgalactosaminylglycan synthesis deficiencies);{Colorectal cancer, susceptibility to, 1} 608812"
GALNT3,GALNT3,ENSG00000115339,
GALT,GALT,ENSG00000213930,GALACTOSEMIA
GAMT,GAMT,ENSG00000130005,GUANIDINOACETATE METHYLTRANSFERASE DEFICIENCY
GAN,GAN,ENSG00000261609,
GANAB,GANAB,ENSG00000089597,Mild cystic kidney and liver disease;Polycyctic kidney disease 3
GARS,GARS,ENSG00000106105,
GAS2L2,GAS2L2,-,Impaired Cilia Orientation and Mucociliary Clearance
GAS8,GAS8,ENSG00000141013,PRIMARY CILIARY DYSKINESIA
GATA1,GATA1,ENSG00000102145,"Myelodysplastic syndrome (MDS), Paediatric;Diamond Blackfan Anaemia;Anemia, X-linked, with/without neutropenia and/or platelet abnormalities 300835;Thrombocytopenia, X-linked, with or without dyserythropoietic anemia 300367"
GATA2,GATA2,ENSG00000179348,EMBERGER SYNDROME
GATA3,GATA3,ENSG00000107485,"Hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255;Hypoparathyroidism, Sensorineural Deafness, and Renal Disease"
GATA4,GATA4,ENSG00000136574,ATRIAL SEPTAL DEFECT TYPE 2
GATA5,GATA5,ENSG00000130700,"Congenital heart defects, multiple types, 5"
GATA6,GATA6,ENSG00000141448,"ATRIAL SEPTAL DEFECT 9;PANCREATIC AGENESIS, DIAPHRAGMATIC HERNIA AND CONGENITAL HEART DEFECTS;ATRIOVENTRICULAR SEPTAL DEFECT 5"
GATAD1,GATAD1,,
GATAD2B,GATAD2B,ENSG00000143614,NONSPECIFIC SEVERE ID
GATB,GATB,ENSG00000059691,Multiple respiratory chain complex deficiencies (disorders of protein synthesis)
GATC,GATC,ENSG00000257218,Multiple respiratory chain complex deficiencies (disorders of protein synthesis)
GATM,GATM,ENSG00000171766,ARGININE:GLYCINE AMIDINOTRANSFERASE DEFICIENCY
GBA,GBA,ENSG00000177628,GAUCHER DISEASE TYPE 3C;GAUCHER DISEASE TYPE 1;GAUCHER DISEASE PERINATAL LETHAL;GAUCHER DISEASE TYPE 3;GAUCHER DISEASE;GAUCHER DISEASE TYPE 2
GBA2,GBA2,ENSG00000070610,AUTOSOMAL-RECESSIVE CEREBELLAR ATAXIA WITH SPASTICITY.
GBE1,GBE1,ENSG00000114480,"Glycogen storage disease IV;Polyglucosan body disease, adult form;Fetal akinesia deformation sequence"
GCDH,GCDH,ENSG00000105607,GLUTARICACIDEMIA TYPE 1
GCH1,GCH1,ENSG00000131979,GTP CYCLOHYDROLASE 1 DEFICIENCY;DYSTONIA TYPE 5
GCK,GCK,ENSG00000106633,
GCLC,GCLC,ENSG00000001084,"Enzyme Disorder;Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450;Glutamate-cysteine ligase deficiency"
GCM2,GCM2,ENSG00000124827,"Hypoparathyroidism, familial isolated (AD)"
GCSH,GCSH,ENSG00000140905,
GDAP1,GDAP1,ENSG00000104381,
GDF1,GDF1,ENSG00000130283,"Right atrial isomerism (Ivemark), 208530;Congenital heart defects, multiple types, 6, 613854"
GDF2,GDF2,,
GDF3,GDF3,ENSG00000184344,Klippel-Feil anomaly with laryngeal malformation - 613702
GDF5,GDF5,ENSG00000125965,BRACHYDACTYLY TYPE C;SYMPHALANGISM PROXIMAL SYNDROME;DU PAN SYNDROME;BRACHYDACTYLY TYPE A1;ACROMESOMELIC CHONDRODYSPLASIA HUNTER-THOMPSON TYPE;ACROMESOMELIC CHONDRODYSPLASIA GREBE TYPE;BRACHYDACTYLY TYPE A2;MULTIPLE SYNOSTOSES SYNDROME TYPE 2
GDF6,GDF6,ENSG00000156466,MICROPHTHALMIA ISOLATED TYPE 4;KLIPPEL-FEIL SYNDROME TYPE 1
GDI1,GDI1,ENSG00000203879,MENTAL RETARDATION X-LINKED TYPE 48;MENTAL RETARDATION X-LINKED TYPE 41
GDNF,GDNF,ENSG00000168621,
GEMIN4,GEMIN4,ENSG00000179409,"Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities, 617913"
GFAP,GFAP,ENSG00000131095,ALEXANDER DISEASE
GFER,GFER,ENSG00000127554,
GFI1,GFI1,ENSG00000162676,"Inherited Bone Marrow Failure Syndromes - Neutropenia;Severe congenital neutropenic;Neutropenia, Severe Congenital, 2 Autosomal Dominant; Neutropenia, Nonimmune Chronic Idiopathic, Of Adults;Neutropenia, severe congenital 2, autosomal dominant, 613107"
GFI1B,GFI1B,ENSG00000165702,"187900 Bleeding disorder, platelet-type, 17"
GFM1,GFM1,ENSG00000168827,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 1
GFM2,GFM2,ENSG00000164347,Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Early-onset neurological presentations of mitochondrial disease
GFPT1,GFPT1,ENSG00000198380,
GGCX,GGCX,ENSG00000115486,"277450 Vitamin K-dependent clotting factors, combined deficiency of, 1"
GGT1,GGT1,ENSG00000100031,Gamma-glutamyl transpeptidase deficiency;Glutathionuria (Disorders of the gamma-glutamyl cycle)
GH1,GH1,ENSG00000259384,Growth hormone deficiency
GHR,GHR,ENSG00000112964,PITUITARY DWARFISM II
GHRHR,GHRHR,ENSG00000106128,Growth hormone deficiency
GHSR,GHSR,ENSG00000121853,"Idiopathic short stature, GH deficiency"
GIF,GIF,ENSG00000134812,
GIGYF2,GIGYF2,ENSG00000204120,
GINS1,GINS1,ENSG00000101003,"GINS1 deficiency;intrauterine growth retardation;chronic neutropenia;NK cell deficiency;Immunodeficiency 55, 617827;Neutropenia, IUGR, NK cells very low;Combined immunodeficiencies with associated or syndromic features"
GIPC3,GIPC3,,
GJA1,GJA1,ENSG00000152661,AUTOSOMAL DOMINANT OCULODENTODIGITAL DYSPLASIA;HYPOPLASTIC LEFT HEART SYNDROME;AUTOSOMAL RECESSIVE OCULODENTODIGITAL DYSPLASIA;HALLERMANN-STREIFF SYNDROME
GJA3,GJA3,ENSG00000121743,CATARACT ZONULAR PULVERULENT CATARACT TYPE 3
GJA5,GJA5,,
GJA8,GJA8,ENSG00000121634,CATARACT-MICROCORNEA SYNDROME;CATARACT ZONULAR PULVERULENT TYPE 1
GJB1,GJB1,ENSG00000169562,"Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, 302800"
GJB2,GJB2,ENSG00000165474,VOHWINKEL SYNDROME;ICHTHYOSIS HYSTRIX-LIKE WITH DEAFNESS SYNDROME;PALMOPLANTAR KERATODERMA WITH DEAFNESS;BART-PUMPHREY SYNDROME;DEAFNESS AUTOSOMAL RECESSIVE TYPE 1A
GJB3,GJB3,ENSG00000188910,"Erythrokeratodermia variabilis et progressiva, 133200;Deafness, autosomal dominant 2B, 612644;Deafness, autosomal recessive;Deafness, autosomal dominant, with peripheral neuropathy;Deafness, digenic, GJB2/GJB3, 220290  "
GJC2,GJC2,ENSG00000198835,"LYMPHEDEMA, HEREDITARY, IC;LEUKODYSTROPHY, HYPOMYELINATING, 2;SPASTIC PARAPLEGIA, 44"
GK,GK,ENSG00000198814,GLYCEROL KINASE DEFICIENCY
GLA,GLA,ENSG00000102393,"Fabry disease, 301500"
GLB1,GLB1,ENSG00000170266,GM1-GANGLIOSIDOSIS TYPE 1;GM1-GANGLIOSIDOSIS TYPE 2;GM1-GANGLIOSIDOSIS TYPE 3;MUCOPOLYSACCHARIDOSIS TYPE 4B
GLDC,GLDC,ENSG00000178445,GLDC-RELATED GLYCINE ENCEPHALOPATHY
GLDN,GLDN,ENSG00000186417,Lethal arthroogryposis
GLE1,GLE1,ENSG00000119392,"ARTHROGRYPOSIS, LETHAL, WITH ANTERIOR HORN CELL DISEASE"
GLI1,GLI1,ENSG00000111087,"Polydactyly, postaxial, type A8, 618123;Polydactyly, preaxial I, 174400"
GLI2,GLI2,ENSG00000074047,GLI2-RELATED HOLOPROSENCEPHALY
GLI3,GLI3,ENSG00000106571,PALLISTER-HALL SYNDROME;GREIG CEPHALOPOLYSYNDACTYLY SYNDROME;PREAXIAL POLYDACTYLY TYPE IV;POSTAXIAL POLYDACTYLY TYPE A
GLIS2,GLIS2,ENSG00000126603,NEPHRONOPHTHISIS 7
GLIS3,GLIS3,ENSG00000107249,DIABETES MELLITUS NEONATAL WITH CONGENITAL HYPOTHYROIDISM
GLMN,GLMN,ENSG00000174842,GLOMUVENOUS MALFORMATIONS
GLRA1,GLRA1,ENSG00000145888,"Hyperekplexia, hereditary 1, 149400;Hyperekplexia;developmental delay;infantile spasms and generalized tonic-clonic seizures"
GLRA2,GLRA2,ENSG00000101958,autism spectrum disorder
GLRB,GLRB,ENSG00000109738,"Hyperekplexia 2, 614619"
GLRX5,GLRX5,ENSG00000182512,"Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950"
GLS,GLS,ENSG00000115419,"Glucosidase 1 deficiency (Disorders of protein N-glycosylation);Epileptic encephalopathy, early infantile, 71 618328;Global developmental delay, progressive ataxia, and elevated glutamine 618412"
GLUD1,GLUD1,ENSG00000148672,HYPERINSULINISM-HYPERAMMONEMIA SYNDROME
GLUL,GLUL,ENSG00000135821,CONGENITAL SYSTEMIC GLUTAMINE DEFICIENCY
GLYCTK,GLYCTK,ENSG00000168237,D-glyceric aciduria 220120 
GM2A,GM2A,ENSG00000196743,GM2-GANGLIOSIDOSIS TYPE AB
GMNN,GMNN,ENSG00000112312,Autosomal-Dominant Primordial Dwarfism Associated with Meier-Gorlin Syndrome
GMPPA,GMPPA,ENSG00000144591,GLYCOSYLATION DISORDER CHARACTERIZED BY INTELLECTUAL DISABILITY AND AUTONOMIC DYSFUNCTION
GMPPB,GMPPB,ENSG00000173540,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14"
GNA11,GNA11,ENSG00000088256,Congenital Hemangioma
GNA14,GNA14,ENSG00000156049,Congenital vascular tumours
GNAI1,GNAI1,ENSG00000127955,GNAI1 syndrome
GNAI3,GNAI3,ENSG00000065135,AURICULOCONDYLAR SYNDROME
GNAL,GNAL,ENSG00000141404,"Dystonia 25, 615073"
GNAO1,GNAO1,ENSG00000087258,EPILEPTIC ENCEPHALOPATHY
GNAQ,GNAQ,ENSG00000156052,Congenital Hemangioma
GNAS,GNAS,ENSG00000087460,GNAS HYPERFUNCTION;ALBRIGHT HEREDITARY OSTEODYSTROPHY;ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA;PSEUDOHYPOPARATHYROIDISM TYPE 1B
GNAT1,GNAT1,,
GNAT2,GNAT2,,
GNB1,GNB1,ENSG00000078369,"Severe Neurodevelopmental Disability, Hypotonia, and Seizures"
GNB3,GNB3,ENSG00000111664,GNB3 Autosomal-Recessive Congenital Stationary Night Blindness.
GNB5,GNB5,ENSG00000069966,Sinus Bradycardia and Cognitive Disability
GNE,GNE,ENSG00000159921,
GNMT,GNMT,ENSG00000124713,
GNPAT,GNPAT,ENSG00000116906,RHIZOMELIC CHONDRODYSPLASIA PUNCTATA TYPE 2
GNPTAB,GNPTAB,ENSG00000111670,MUCOLIPIDOSIS TYPE II;MUCOLIPIDOSIS TYPE III COMPLEMENTATION GROUP A
GNPTG,GNPTG,ENSG00000090581,MUCOLIPIDOSIS TYPE III COMPLEMENTATION GROUP C
GNRHR2,GNRHR2,ENSG00000211451,Thrombocytopenia Absent-Radius Syndrome
GNS,GNS,ENSG00000135677,MUCOPOLYSACCHARIDOSIS TYPE 3D
GOLGA2,GOLGA2,ENSG00000167110,Secondary dystroglycanopathy
GON4L,GON4L,ENSG00000116580,AUTOSOMAL RECESSIVE MENTAL RETARDATION
GORAB,GORAB,ENSG00000120370,Geroderma osteodysplasticum
GOSR2,GOSR2,ENSG00000108433,"Epilepsy, progressive myoclonic 6, 614018"
GOT2,GOT2,ENSG00000125166,Global developmental delay;Intellectual disability;Seizures;Increased serum lactate;Hyperammonemia;Microcephaly;Failure to thrive;Feeding difficulties;Abnormality of nervous system morphology
GP1BA,GP1BA,ENSG00000185245,"BSS;231200 BERNARD-SOULIER SYNDROME;177820 von Willebrand disease, platelet-type;231200BERNARD-SOULIER SYNDROME"
GP1BB,GP1BB,ENSG00000203618,BSS;231200 BERNARD-SOULIER SYNDROME;231200BERNARD-SOULIER SYNDROME
GP6,GP6,ENSG00000088053,"614201 Bleeding disorder, platelet-type, 11"
GP9,GP9,ENSG00000169704,BSS;231200 BERNARD-SOULIER SYNDROME;231200BERNARD-SOULIER SYNDROME;231200.BERNARD-SOULIER SYNDROME
GPAA1,GPAA1,ENSG00000197858,"Developmental Delay, Epilepsy, Cerebellar Atrophy, and Osteopenia"
GPBAR1,GPBAR1,ENSG00000179921,Neonatal and Adult Cholestasis
GPC3,GPC3,ENSG00000147257,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1"
GPC4,GPC4,ENSG00000076716,KEIPERT SYNDROME 301026
GPC6,GPC6,ENSG00000183098,OMODYSPLASIA TYPE 1 (OMOD1) [
GPD1,GPD1,ENSG00000167588,
GPD1L,GPD1L,,
GPHN,GPHN,ENSG00000171723,"Molybdenum cofactor deficiency C, 615501"
GPI,GPI,ENSG00000105220,"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency 613470"
GPKOW,GPKOW,ENSG00000068394,male-lethal microcephaly with intrauterine growth restriction
GPR143,GPR143,,
GPR161,GPR161,ENSG00000143147," Short stature with hypopituitarism, intellectual disability, sparse or absent hair in the frontal area, hypotelorism, broad nasal root, thick alae nasi, nail hypoplasia, short fifth finger, 2-3 toe syndactyl. MRI showed hypoplastic pituitary gland, empty sella, ectopic neurohypophysis, and interrupted pituitary stalk"
GPR179,GPR179,ENSG00000188888,"Night blindness, congenital stationary (complete), 1E, autosomal; recessive, 614565"
GPR56,GPR56,,
GPR98,GPR98,,
GPRASP1,GPRASP1,ENSG00000198932,
GPSM2,GPSM2,ENSG00000121957,CHUDLEY-MCCULLOUGH SYNDROME
GPT2,GPT2,ENSG00000166123,"Microcephaly;Mental retardation, autosomal recessive 49, 138210;Intellectual disability;Progressive spasticity"
GPX1,GPX1,ENSG00000233276,"Hemolytic anemia due to glutathione peroxidase deficiency, 614164"
GPX4,GPX4,ENSG00000167468,"SPONDYLOMETAPHYSEAL DYSPLASIA, SEDAGHATIAN TYPE"
GRB14,GRB14,ENSG00000115290,
GREM1,GREM1,ENSG00000166923,
GRHL2,GRHL2,ENSG00000083307,ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME
GRHL3,GRHL3,ENSG00000158055,VAN DER WOUDE SYNDROME
GRHPR,GRHPR,ENSG00000137106,
GRIA1,GRIA1,ENSG00000155511,Intellectual disability
GRIA2,GRIA2,ENSG00000120251,Intellectual disability;Seizures;myoclonic seizures;status epilepticus;tonic-clonic seizures;focal seizures
GRIA3,GRIA3,ENSG00000125675,MENTAL RETARDATION X-LINKED TYPE 94
GRIA4,GRIA4,ENSG00000152578,"Neurodevelopmental disorder with or without seizures and gait abnormalities, 617864"
GRID2,GRID2,ENSG00000152208,"Spinocerebellar ataxia, autosomal recessive 18, 616204"
GRIK2,GRIK2,ENSG00000164418,MENTAL RETARDATION AUTOSOMAL RECESSIVE TYPE 6
GRIN1,GRIN1,ENSG00000176884,EPILEPTIC ENCEPHALOPATHY
GRIN2A,GRIN2A,ENSG00000183454,EPILEPSY WITH NEURODEVELOPMENTAL DEFECTS;LANDAU-KLEFFNER SYNDROME
GRIN2B,GRIN2B,ENSG00000273079,"AUTISM;EPILEPTIC ENCEPHALOPATHY;MENTAL RETARDATION, AUTOSOMAL DOMINANT 6"
GRIN2D,GRIN2D,ENSG00000105464,Severe Epileptic Encephalopathy Treatable with NMDA Receptor Channel Blockers
GRIP1,GRIP1,ENSG00000155974,Fraser syndrome 219000
GRK1,GRK1,,
GRM1,GRM1,ENSG00000152822,CONGENITAL CEREBELLAR ATAXIA
GRM6,GRM6,ENSG00000113262,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B"
GRN,GRN,ENSG00000030582,"Frontotemporal lobar degeneration with ubiquitin-positive inclusions, 607485; Aphasia, primary progressive, 607485; Ceroid lipofuscinosis, neuronal, 11, 614706"
GRXCR1,GRXCR1,,
GSC,GSC,ENSG00000133937,"Foundation Trust) Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities 602471;Foundation Trust)	Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities 602471"
GSPT2,GSPT2,ENSG00000189369,XL INTELLECTUAL DISABILITY
GSR,GSR,ENSG00000104687,Enzyme Disorder; Hemolytic anemia due to glutathione reductase deficiency
GSS,GSS,ENSG00000100983, Glutathione synthetase deficiency  266130; Hemolytic anemia due to glutathione synthetase deficiency  231900 
GTF2E2,GTF2E2,ENSG00000197265,DNA Repair-Proficient Trichothiodystrophy
GTF2H5,GTF2H5,ENSG00000272047,TRICHOTHIODYSTROPHY PHOTOSENSITIVE
GTF3C3,GTF3C3,ENSG00000119041,Global developmental delay;Intellectual disability;Seizures
GTPBP2,GTPBP2,ENSG00000172432,Jaberi-Elahi syndrome 617988;Global developmental delay;Intellectual disability;Seizures
GTPBP3,GTPBP3,ENSG00000130299,"MITOCHONDRIAL TRANSLATION DEFECT ASSOCIATED WITH HYPERTROPHIC CARDIOMYOPATHY, LACTIC ACIDOSIS, AND ENCEPHALOPATHY"
GTPBP8,GTPBP8,ENSG00000163607,
GUCA1A,GUCA1A,,
GUCA1B,GUCA1B,,
GUCY2C,GUCY2C,ENSG00000070019,MECONIUM ILEUS;FAMILIAL DIARRHEA DIARRHEA 6
GUCY2D,GUCY2D,ENSG00000132518,
GUF1,GUF1,ENSG00000151806,"?Epileptic encephalopathy, early infantile, 40, 617065"
GUSB,GUSB,ENSG00000169919,MUCOPOLYSACCHARIDOSIS TYPE 7
GYG1,GYG1,ENSG00000163754,
GYPE,GYPE,ENSG00000197465,
GYS1,GYS1,ENSG00000104812,
GYS2,GYS2,ENSG00000111713,
GZF1,GZF1,ENSG00000125812,LARSEN SYNDROME
H19,H19,ENSG00000130600,Wilms tumor 2 194071;Beckwith-Wiedemann syndrome  130650;Silver-Russell syndrome 180860
H3F3A,H3F3A,ENSG00000163041,Craniofacial with neurodevelopment disorders
H3F3B,H3F3B,ENSG00000132475,
HAAO,HAAO,ENSG00000162882,"Vertebral, cardiac, renal, and limb defects syndrome 1 617660"
HACD1,HACD1,ENSG00000165996,congenital myopathy
HACE1,HACE1,ENSG00000085382,HACE1 related disorder
HADH,HADH,ENSG00000138796,3-HYDROXYACYL-COENZYME A DEHYDROGENASE DEFICIENCY
HADHA,HADHA,ENSG00000084754,LONG CHAIN 3-HYDROXYACYL-COA DEHYDROGENASE DEFICIENCY
HADHB,HADHB,ENSG00000138029,
HAL,HAL,ENSG00000084110,"Histidinaemia (Disorders of histidine, tryptophan or lysine metabolism)"
HAMP,HAMP,ENSG00000105697,"Hemochromatosis, type 2B 613313"
HARS,HARS,ENSG00000170445,USHER SYNDROME 614504
HARS2,HARS2,ENSG00000112855,"Required for mitochondrial gene expression  (Mitochondrial respiratory chain disorders (caused by nuclear variants only));Multiple respiratory chain complex deficiencies (disorders of protein synthesis);?Perrault syndrome 2 614926;Perrault syndrome 2, 614926"
HAS2,HAS2,,
HAUS7,HAUS7,ENSG00000213397,
HAVCR2,HAVCR2,ENSG00000135077,"Tim-3 deficiency;T-cell lymphoma, subcutaneous panniculitis-like, HLH;T-cell lymphoma, subcutaneous panniculitis-like, 618398;Autoinflammatory Disorders"
HAX1,HAX1,ENSG00000143575,"NEUTROPENIA, SEVERE CONGENITAL 3, AUTOSOMAL RECESSIVE"
HBA1,HBA1,ENSG00000206172,"Fetal hydrops;Thalassemia, alpha-, 604131"
HBA2,HBA2,ENSG00000188536,"Fetal hydrops;Thalassemia, alpha-, 604131"
HBB,HBB,ENSG00000244734,"Globin Disorder;Delta-beta thalassemia (MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown), 141749;Erythremias, beta-;Heinz body anemias, beta- (MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown), 140700;Hereditary persistence of fetal hemoglobin,(MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown),141749;Methemoglobinemias, beta-;Sickle cell anemia (BIALLELIC, autosomal or pseudoautosomal),603903;Thalassemia-beta, dominant inclusion-body, 603902;Thalassemias, beta-,(BIALLELIC, autosomal or pseudoautosomal), 613985"
HBD,HBD,ENSG00000223609,"Thalassemia,delta;ThalassemiaduetoHbLepore"
HBG1,HBG1,ENSG00000213934,"Globin Disorder;Fetal hemoglobin quantitative trait locus 1, 141749"
HBG2,HBG2,ENSG00000196565,"Globin Disorder;Cyanosis, transient neonatal, 613977;Fetal hemoglobin quantitative trait locus 1,141749"
HCCS,HCCS,ENSG00000004961,MICROPHTHALMIA SYNDROMIC TYPE 7
HCFC1,HCFC1,ENSG00000172534,"MENTAL RETARDATION, X-LINKED 3;COBALAMIN DISORDER"
HCN1,HCN1,ENSG00000164588,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
HCN2,HCN2,ENSG00000099822,Genetic epilepsy with febrile seizures plus;Other seizure disorders
HCN3,HCN3,ENSG00000143630,
HCN4,HCN4,,
HDAC4,HDAC4,ENSG00000068024,BRACHYDACTYLY-MENTAL RETARDATION SYNDROME
HDAC5,HDAC5,ENSG00000108840,osteoporosis
HDAC6,HDAC6,ENSG00000094631,"?Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia 300863"
HDAC8,HDAC8,ENSG00000147099,WILSON-TURNER SYNDROME;CORNELIA DE LANGE-LIKE SYNDROME
HEATR2,HEATR2,,
HECW2,HECW2,ENSG00000138411,HECW2
